number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration_h,duration_m,distance,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car
12602,Chennai Mail,SF,SR,MAQ,MANGALORE CNTL,MAS,CHENNAI CENTRAL,13:15:00,05:25:00,16.0,10.0,889.0,12601,1,1,1,0,1,0
12603,Chennai - Hyderabad Express,SF,SR,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN,16:45:00,05:45:00,13.0,0.0,715.0,12604,1,1,1,1,0,0
12604,Hyderabad - Chennai Express,SF,SR,HYB,HYDERABAD DECCAN,MAS,CHENNAI CENTRAL,16:55:00,05:55:00,13.0,0.0,715.0,12603,1,1,1,1,0,0
12611,Chennai Central-H.Nizamuddin Garib Rath Express,GR,SR,MAS,CHENNAI CENTRAL,NZM,DELHI H NIZAMUDDIN,06:10:00,10:20:00,28.0,10.0,2177.0,12612,0,1,0,0,0,0
12612,H Nizamuddin-Chennai Garib Rath Express,GR,SR,NZM,DELHI H NIZAMUDDIN,MAS,CHENNAI CENTRAL,16:00:00,20:15:00,28.0,15.0,2176.0,12611,0,1,0,0,0,0
12613,Tippu Express,SF,SWR,MYS,MYSORE JN,SBC,BANGALORE CITY JN,11:00:00,13:30:00,2.0,30.0,139.0,12614,0,0,0,0,0,1
12614,Tippu Express,SF,SWR,SBC,BANGALORE CITY JN,MYS,MYSORE JN,15:00:00,17:30:00,2.0,30.0,139.0,12613,0,0,0,0,0,1
12616,GrandTrunk Express,SF,SR,NDLS,NEW DELHI,MAS,CHENNAI CENTRAL,18:40:00,06:15:00,35.0,35.0,2184.0,12615,1,1,1,1,0,0
12620,MANGALORE CENT - MUMBAI LTT Matsyagandha Exp,SF,SR,MAQ,MANGALORE CNTL,LTT,LOKMANYA TILAK TERM,14:40:00,06:35:00,15.0,55.0,1186.0,12619,1,1,1,0,0,0
12622,Tamil Nadu Express,SF,SR,NDLS,NEW DELHI,MAS,CHENNAI CENTRAL,22:30:00,07:15:00,32.0,45.0,2184.0,12621,1,1,1,1,0,0
12623,Chennai Tiruvananthapuram SF Mail,SF,SR,MAS,CHENNAI CENTRAL,TVC,TRIVANDRUM CENTRAL,19:45:00,11:25:00,15.0,40.0,909.0,12624,1,1,1,1,0,0
12625,Kerala Express,SF,SR,TVC,TRIVANDRUM CENTRAL,NDLS,NEW DELHI,11:15:00,13:40:00,50.0,25.0,3036.0,12626,1,1,1,0,0,0
12626,Kerala Express,SF,SR,NDLS,NEW DELHI,TVC,TRIVANDRUM CENTRAL,11:30:00,14:35:00,51.0,5.0,3036.0,12625,1,1,1,0,0,0
12628,Karnataka Express,SF,SWR,NDLS,NEW DELHI,SBC,BANGALORE CITY JN,21:15:00,13:40:00,40.0,25.0,2406.0,12627,1,1,1,1,0,0
12629,Karnataka Sampark Kranti Express,SKr,SWR,YPR,YESVANTPUR JN,NZM,DELHI H NIZAMUDDIN,12:50:00,09:15:00,44.0,25.0,2610.0,12630,1,1,1,1,0,0
12630,Karnataka Sampark Kranti Express,SKr,SWR,NZM,DELHI H NIZAMUDDIN,YPR,YESVANTPUR JN,08:55:00,06:40:00,45.0,45.0,2610.0,12629,1,1,1,1,0,0
12635,CHENNAI EGMORE - MADURAI Vaigai SF Exp,SF,SR,MS,CHENNAI EGMORE,MDU,MADURAI JN,12:45:00,20:50:00,8.0,5.0,497.0,12636,0,0,0,0,0,1
12637,CHENNAI EGMORE - MADURAI Pandiyan SF Exp,SF,SR,MS,CHENNAI EGMORE,MDU,MADURAI JN,21:15:00,06:15:00,9.0,0.0,497.0,12638,1,1,1,1,1,0
12638,MADURAI - CHENNAI EGMORE Pandiyan SF Exp,SF,SR,MDU,MADURAI JN,MS,CHENNAI EGMORE,20:35:00,05:35:00,9.0,0.0,497.0,12637,1,1,1,1,1,0
12640,BANGALORE - CHENNAI CENT Brindavan Exp,SF,SR,SBC,BANGALORE CITY JN,MAS,CHENNAI CENTRAL,14:30:00,20:25:00,5.0,55.0,362.0,12639,0,0,0,0,0,1
12643,Swarna Jayanthi Express,SF,SR,TVC,TRIVANDRUM CENTRAL,NZM,DELHI H NIZAMUDDIN,14:20:00,17:05:00,50.0,45.0,3014.0,12644,1,1,0,0,0,0
12644,Swarna Jayanti Express,SF,SR,NZM,DELHI H NIZAMUDDIN,TVC,TRIVANDRUM CENTRAL,06:00:00,11:10:00,53.0,10.0,3014.0,12643,1,1,0,0,0,0
12649,Karnataka Sampark Kranti Express,SKr,SWR,YPR,YESVANTPUR JN,NZM,DELHI H NIZAMUDDIN,22:10:00,09:15:00,35.0,5.0,2277.0,12650,1,1,1,1,0,0
12650,Karnataka Sampark Kranti Express,SKr,SWR,NZM,DELHI H NIZAMUDDIN,YPR,YESVANTPUR JN,06:45:00,19:00:00,36.0,15.0,2276.0,12649,1,1,1,1,0,0
12651,MADURAI - DELHI H NIZAMUDDIN Tamil Nadu S Kranti,SKr,SR,MDU,MADURAI JN,NZM,DELHI H NIZAMUDDIN,23:55:00,18:00:00,42.0,5.0,2677.0,12652,1,1,1,1,0,0
12654,Mangalore Tiruchirappalli Weekly Superfast Express,SF,SR,MAQ,MANGALORE CNTL,TPJ,TIRUCHIRAPPALLI,20:45:00,08:15:00,11.0,30.0,635.0,12653,1,1,1,0,0,0
12657,CHENNAI - BANGALORE Mail,SF,SWR,MAS,CHENNAI CENTRAL,SBC,BANGALORE CITY JN,23:15:00,05:10:00,5.0,55.0,362.0,12658,1,1,1,1,0,0
12658,BANGALORE - CHENNAI Mail,SF,SWR,SBC,BANGALORE CITY JN,MAS,CHENNAI CENTRAL,22:45:00,04:40:00,5.0,55.0,362.0,12657,1,1,1,1,0,0
12662,SENGOTTAI - CHENNAI EGMORE Pothigai SF Exp,SF,SR,SCT,SENGOTTAI,MS,CHENNAI EGMORE,19:00:00,07:05:00,12.0,5.0,670.0,12661,1,1,1,0,0,0
12664,Tiruchirappalli-Howrah Express,SF,SR,TPJ,TIRUCHIRAPPALLI,HWH,HOWRAH JN,16:00:00,03:20:00,35.0,20.0,2025.0,12663,1,1,1,0,0,0
15605,Jorhat Town InterCity Express,Exp,NFR,GHY,GUWAHATI,MXN,MARIANI JN,22:30:00,09:30:00,11.0,0.0,405.0,15606,1,1,0,0,0,0
40011,Chennai Beach Tambaram EMU(12 Car),MEMU,SR,MSB,CHENNAI BEACH,TBM,TAMBARAM,07:30:00,08:25:00,0.0,55.0,33.0,,0,0,0,0,0,0
12617,ERNAKULAM - NEW DELHI H NIZAMUDDIN Mangala Lakshadweep Exp,SF,SR,ERS,ERNAKULAM JN,NZM,DELHI H NIZAMUDDIN,13:10:00,13:10:00,48.0,0.0,3067.0,12618,1,1,1,0,0,0
12618,NEW DELHI H NIZAMUDDIN - ERNAKULAM Mangala Lakshadweep Exp,SF,SR,NZM,DELHI H NIZAMUDDIN,ERS,ERNAKULAM JN,09:20:00,10:00:00,48.0,40.0,3067.0,12617,1,1,1,0,0,0
12621,Tamil Nadu Express,SF,SR,MAS,CHENNAI CENTRAL,NDLS,NEW DELHI,22:00:00,07:00:00,33.0,0.0,2184.0,12622,1,1,1,1,0,0
12627,Karnataka Express,SF,SWR,SBC,BANGALORE CITY JN,NDLS,NEW DELHI,19:20:00,10:35:00,39.0,15.0,2406.0,12628,1,1,1,1,0,0
12631,CHENNAI EGMORE - TIRUNELVELI Nellai SF Exp,SF,SR,MS,CHENNAI EGMORE,TEN,TIRUNELVELI,20:50:00,08:30:00,11.0,40.0,653.0,12632,1,1,1,0,1,0
12632,TIRUNELVELI - CHENNAI EGMORE Nellai SF Exp,SF,SR,TEN,TIRUNELVELI,MS,CHENNAI EGMORE,18:50:00,06:40:00,11.0,50.0,653.0,12631,1,1,1,0,1,0
12634,KANNIYAKUMARI - CHENNAI EGMORE SF Exp,SF,SR,CAPE,KANYAKUMARI,MS,CHENNAI EGMORE,17:20:00,06:50:00,13.0,30.0,742.0,12633,1,1,1,1,0,0
12639,CHENNAI CENT - BANGALORE Brindavan Exp,SF,SR,MAS,CHENNAI CENTRAL,SBC,BANGALORE CITY JN,07:15:00,13:20:00,6.0,5.0,362.0,12640,0,0,0,0,0,1
12642,D H NIZAMUDDIN - KANYAKUMARI Thirukkural Exp,SF,SR,NZM,DELHI H NIZAMUDDIN,CAPE,KANYAKUMARI,06:00:00,08:45:00,50.0,45.0,2919.0,12641,1,1,1,0,0,0
12645,Millennium Expres,SF,SR,ERS,ERNAKULAM JN,NZM,DELHI H NIZAMUDDIN,18:55:00,17:05:00,46.0,10.0,2809.0,12646,1,1,1,0,0,0
12646,Millennium Express,SF,SR,NZM,DELHI H NIZAMUDDIN,ERS,ERNAKULAM JN,06:00:00,06:00:00,48.0,0.0,2809.0,12645,1,1,1,0,0,0
12647,Kongu Express,SF,SR,CBE,COIMBATORE JN,NZM,DELHI H NIZAMUDDIN,15:15:00,14:15:00,47.0,0.0,2671.0,12648,1,1,1,0,0,0
12648,Kongu Express,SF,SR,NZM,DELHI H NIZAMUDDIN,CBE,COIMBATORE JN,08:40:00,09:30:00,48.0,50.0,2671.0,12647,1,1,1,0,0,0
12655,Navjeevan Express,SF,SR,ADI,AHMEDABAD JN,MAS,CHENNAI CENTRAL,06:30:00,16:05:00,33.0,35.0,1893.0,12656,1,1,1,1,0,0
12656,Navajivan Express,SF,SR,MAS,CHENNAI CENTRAL,ADI,AHMEDABAD JN,09:35:00,19:10:00,33.0,35.0,1893.0,12655,1,1,1,1,0,0
12659,Gurudev Express,SF,SR,NCJ,NAGERCOIL JN,SHM,KOLKATA SHALIMAR,14:35:00,13:50:00,47.0,15.0,2583.0,12660,1,1,1,0,0,0
12660,Shalimar-Nagercoil Gurudev Express,SF,SR,SHM,KOLKATA SHALIMAR,NCJ,NAGERCOIL JN,23:00:00,22:00:00,47.0,0.0,2583.0,12659,1,1,1,0,0,0
12667,CHENNAI EGMORE - NAGERCOIL SF Exp,SF,SR,MS,CHENNAI EGMORE,NCJ,NAGERCOIL JN,18:50:00,08:10:00,13.0,20.0,727.0,12668,1,1,1,0,0,0
12668,NAGERCOIL - CHENNAI EGMORE SF Exp,SF,SR,NCJ,NAGERCOIL JN,MS,CHENNAI EGMORE,17:05:00,06:00:00,12.0,55.0,727.0,12667,1,1,1,0,0,0
12673,Cheran Express,SF,SR,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,22:10:00,06:10:00,8.0,0.0,497.0,12674,1,1,1,1,0,0
12674,Cheran Express,SF,SR,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,22:20:00,06:35:00,8.0,15.0,497.0,12673,1,1,1,1,0,0
12675,Kovai Express,SF,SR,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,06:15:00,13:55:00,7.0,40.0,497.0,12676,0,0,0,0,0,1
12676,Kovai Express,SF,SR,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,14:20:00,21:40:00,7.0,20.0,497.0,12675,0,0,0,0,0,1
12677,Bangalore City - Ernakulam Intercity SF Express,SF,SR,SBC,BANGALORE CITY JN,ERS,ERNAKULAM JN,06:15:00,16:55:00,10.0,40.0,587.0,12678,0,0,0,0,0,1
12678,Ernakulam-BangaloreCity Intercity Express,SF,SR,ERS,ERNAKULAM JN,SBC,BANGALORE CITY JN,09:10:00,19:50:00,10.0,40.0,587.0,12677,0,0,0,0,0,1
12679,ChennaiCentral-Coimbatore InterCity,SF,SR,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,14:30:00,22:15:00,7.0,45.0,497.0,12680,0,0,0,0,0,1
12680,Coimbatore-Chennai Central InterCity SF Express,SF,SR,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,06:15:00,13:50:00,7.0,35.0,497.0,12679,0,0,0,0,0,1
12681,Chennai-Coimbatore Express,SF,SR,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,22:30:00,06:50:00,8.0,20.0,497.0,12682,1,1,1,0,0,0
12682,Coimbatore-Chennai Express,SF,SR,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,23:45:00,07:45:00,8.0,0.0,497.0,12681,1,1,1,0,0,0
12683,ERNAKULAM - BANGALORE SF Exp,SF,SR,ERS,ERNAKULAM JN,SBC,BANGALORE CITY JN,17:00:00,04:20:00,11.0,20.0,625.0,12684,1,1,1,0,0,0
12695,Chennai-Trivandrum SuperFast Express,SF,SR,MAS,CHENNAI CENTRAL,TVC,TRIVANDRUM CENTRAL,15:25:00,07:40:00,16.0,15.0,922.0,12696,1,1,1,0,1,0
12696,Trivandrum-Chennai Superfast Express,SF,SR,TVC,TRIVANDRUM CENTRAL,MAS,CHENNAI CENTRAL,17:10:00,09:50:00,16.0,40.0,922.0,12695,1,1,1,0,1,0
12697,Chennai-Thiruvananthapuram Express,SF,SR,MAS,CHENNAI CENTRAL,TVC,TRIVANDRUM CENTRAL,15:15:00,06:35:00,15.0,20.0,909.0,12696,1,1,1,0,0,0
12698,Thiruvananthapuram Central Chennai Central weekly express,SF,SR,TVC,TRIVANDRUM CENTRAL,MAS,CHENNAI CENTRAL,20:10:00,12:25:00,16.0,15.0,909.0,12697,1,1,1,0,0,0
12701,Hussain Sagar Express,SF,SCR,CSTM,MUMBAI CST,HYB,HYDERABAD DECCAN,21:50:00,12:10:00,14.0,20.0,790.0,12702,1,1,1,1,0,0
12702,Hussain Sagar Express,SF,SCR,HYB,HYDERABAD DECCAN,CSTM,MUMBAI CST,14:45:00,05:05:00,14.0,20.0,790.0,12701,1,1,1,0,0,0
12703,Howrah - Secunderabad Falaknuma SF Express,SF,SCR,HWH,HOWRAH JN,SC,SECUNDERABAD JN,07:25:00,09:35:00,26.0,10.0,1545.0,12704,1,1,1,1,0,0
12704,Falaknuma Express,SF,SCR,SC,SECUNDERABAD JN,HWH,HOWRAH JN,16:00:00,17:45:00,25.0,45.0,1545.0,12703,1,1,1,1,0,0
12707,Andhra Pradesh Sampark Kranti Express,SKr,SCR,TPTY,TIRUPATI MAIN,NZM,DELHI H NIZAMUDDIN,05:45:00,18:00:00,36.0,15.0,2302.0,12708,1,1,1,0,0,0
12708,Andhra Pradesh Sampark Kranti Express,SKr,SCR,NZM,DELHI H NIZAMUDDIN,TPTY,TIRUPATI MAIN,07:25:00,21:35:00,38.0,10.0,2302.0,12707,1,1,1,0,0,0
12710,Simhapuri SF Express,SF,SCR,SC,SECUNDERABAD JN,GDR,GUDUR JN,22:30:00,08:50:00,10.0,20.0,644.0,12709,1,1,1,1,0,0
12711,Pinakini Express,SF,SCR,BZA,VIJAYAWADA JN,MAS,CHENNAI CENTRAL,06:00:00,13:00:00,7.0,0.0,431.0,12712,0,0,0,0,0,1
12712,Pinakini Express,SF,SCR,MAS,CHENNAI CENTRAL,BZA,VIJAYAWADA JN,14:05:00,21:10:00,7.0,5.0,431.0,12711,0,0,0,0,0,1
12714,Satavahana Express,SF,SCR,SC,SECUNDERABAD JN,BZA,VIJAYAWADA JN,16:15:00,21:50:00,5.0,35.0,351.0,12713,0,0,0,0,0,1
12715,Sachkhand SF Express,SF,SCR,NED,HUZUR SAHIB NANDED,ASR,AMRITSAR JN,09:30:00,20:15:00,34.0,45.0,2081.0,12716,1,1,1,0,0,0
15718,Mariani-Guwahati Intercity Express,Exp,NFR,MXN,MARIANI JN,GHY,GUWAHATI,03:30:00,13:45:00,10.0,15.0,404.0,15717,0,0,0,0,0,0
40015,Chennai Beach Tambaram EMU(12 Car),MEMU,SR,MSB,CHENNAI BEACH,TBM,TAMBARAM,07:57:00,08:52:00,0.0,55.0,33.0,,0,0,0,0,0,0
52473,PATHANKOT - JOGINDER NAGAR PASSENGER,Pass,NR,PTK,PATHANKOT,JDNX,JOGINDER NAGAR,10:00:00,19:45:00,9.0,45.0,170.0,52472,0,0,0,0,0,0
12666,KANYAKUMARI - KOL HOWRAH Weekly Exp,SF,SR,CAPE,KANYAKUMARI,HWH,HOWRAH JN,07:50:00,03:20:00,43.0,30.0,2431.0,12665,1,1,1,0,0,0
12669,CHENNAI CENTRAL - CHHAPRA Ganga Kaveri Exp,SF,SR,MAS,CHENNAI CENTRAL,CPR,CHHAPRA,17:35:00,11:40:00,42.0,5.0,2343.0,12670,1,1,1,0,0,0
12670,CHHAPRA - CHENNAI CENTRAL Ganga Kaveri Exp,SF,SR,CPR,CHHAPRA,MAS,CHENNAI CENTRAL,21:00:00,14:25:00,41.0,25.0,2343.0,12669,1,1,1,0,0,0
12671,Nilgiri (Blue Mountain) Express,SF,SR,MAS,CHENNAI CENTRAL,MTP,Mettupalayam,21:00:00,06:15:00,9.0,15.0,532.0,12672,1,1,1,1,0,0
12672,Nilgiri (Blue Mountain) Express,SF,SR,MTP,Mettupalayam,MAS,CHENNAI CENTRAL,19:45:00,05:05:00,9.0,20.0,532.0,12671,1,1,1,1,0,0
12685,Chennai - Mangalore Express,SF,SR,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CNTL,17:00:00,09:05:00,16.0,5.0,889.0,12686,1,1,1,1,0,0
12686,Mangalore - Chennai Express,SF,SR,MAQ,MANGALORE CNTL,MAS,CHENNAI CENTRAL,16:10:00,08:00:00,15.0,50.0,889.0,12685,1,1,1,1,0,0
12687,Chennai Dehradun Express,SF,SR,MAS,CHENNAI CENTRAL,DDN,DEHRADUN,09:45:00,05:00:00,43.0,15.0,2488.0,12688,1,1,1,0,0,0
12688,Dehradun Chennai Express,SF,SR,DDN,DEHRADUN,MAS,CHENNAI CENTRAL,07:20:00,02:15:00,42.0,55.0,2488.0,12687,1,1,1,0,0,0
12690,NAGERCOIL - CHENNAI SF Exp,SF,SR,NCJ,NAGERCOIL JN,MAS,CHENNAI CENTRAL,19:40:00,12:25:00,16.0,45.0,927.0,12689,1,1,0,0,0,0
12691,CHENNAI - SSP NILAYAM SF Exp,SF,SR,MAS,CHENNAI CENTRAL,SSPN,SATYA SAI P NILAYAM,23:30:00,09:20:00,9.0,50.0,529.0,12692,1,1,1,0,0,0
12692,SSP NILAYAM - CHENNAI SF Exp,SF,SR,SSPN,SATYA SAI P NILAYAM,MAS,CHENNAI CENTRAL,18:45:00,05:15:00,10.0,30.0,529.0,12691,1,1,1,0,0,0
12693,CHENNAI EGMORE - TUTICORIN Pearl City SF Exp,SF,SR,MS,CHENNAI EGMORE,TN,TUTICORIN,19:35:00,07:30:00,11.0,55.0,656.0,12694,1,1,1,1,1,0
12694,TUTICORIN - CHENNAI EGMORE Pearl City SF Exp,SF,SR,TN,TUTICORIN,MS,CHENNAI EGMORE,19:45:00,07:40:00,11.0,55.0,656.0,12693,1,1,1,1,1,0
12705,Guntur-Secunderabad SF Intercity,SF,SCR,GNT,GUNTUR JN,SC,SECUNDERABAD JN,15:00:00,21:50:00,6.0,50.0,383.0,12706,0,0,0,0,0,1
12706,Secunderabad-Guntur SF Intercity,SF,SCR,SC,SECUNDERABAD JN,GNT,GUNTUR JN,07:40:00,14:25:00,6.0,45.0,383.0,12705,0,0,0,0,0,1
12716,Sachkhand SF Express,SF,SCR,ASR,AMRITSAR JN,NED,HUZUR SAHIB NANDED,05:40:00,15:50:00,34.0,10.0,2081.0,12715,1,1,1,0,0,0
12719,AJMER - HYDERABAD DECCAN SF Exp,SF,SCR,AII,AJMER JN,HYB,HYDERABAD DECCAN,17:40:00,00:30:00,30.0,50.0,1711.0,12720,1,1,1,0,0,0
12720,HYDERABAD DECCAN - AJMER SF Exp,SF,SCR,HYB,HYDERABAD DECCAN,AII,AJMER JN,20:30:00,03:05:00,30.0,35.0,1711.0,12719,1,1,1,0,0,0
12725,Siddhaganga Intercity Express,SF,SWR,SBC,BANGALORE CITY JN,DWR,DHARWAR,13:00:00,21:50:00,8.0,50.0,490.0,12726,0,0,0,0,0,1
12726,Siddhaganga InterCity Express,SF,SWR,DWR,DHARWAR,SBC,BANGALORE CITY JN,05:15:00,14:05:00,8.0,50.0,490.0,12725,0,0,0,0,0,1
12731,Tirupati-Secunderabad Express,SF,SCR,TPTY,TIRUPATI MAIN,SC,SECUNDERABAD JN,16:45:00,07:00:00,14.0,15.0,801.0,12732,1,1,1,0,0,0
12732,Secunderabad-Tirupati Express,SF,SCR,SC,SECUNDERABAD JN,TPTY,TIRUPATI MAIN,19:00:00,09:30:00,14.0,30.0,801.0,12731,1,1,1,0,0,0
12733,Narayanadri Express,SF,SCR,TPTY,TIRUPATI MAIN,SC,SECUNDERABAD JN,18:25:00,06:25:00,12.0,0.0,661.0,12734,1,1,1,1,0,0
12734,Narayanadri Express,SF,SCR,SC,SECUNDERABAD JN,TPTY,TIRUPATI MAIN,18:05:00,06:05:00,12.0,0.0,661.0,12733,1,1,1,1,0,0
12737,Gowthami SF Express,SF,SCR,COA,Kakinada Port,SC,SECUNDERABAD JN,20:20:00,06:35:00,10.0,15.0,566.0,12738,1,1,1,1,0,0
12738,Secunderabad - Kakinada Gowthami SF Express,SF,SCR,SC,SECUNDERABAD JN,COA,Kakinada Port,21:15:00,07:30:00,10.0,15.0,566.0,12737,1,1,1,1,0,0
12740,Secunderabad-Visakhapatnam Garib Rath,GR,SCR,SC,SECUNDERABAD JN,VSKP,VISHAKAPATNAM,20:15:00,07:30:00,11.0,15.0,701.0,12739,0,1,0,0,0,0
12741,VASCO DA GAMA - PATNA SF Exp,SF,SWR,VSG,VASCO DA GAMA,PNBE,PATNA JN,19:10:00,12:10:00,41.0,0.0,2419.0,12742,1,1,1,0,0,0
12742,PATNA - VASCO DA GAMA SF Exp,SF,SWR,PNBE,PATNA JN,VSG,VASCO DA GAMA,14:00:00,08:55:00,42.0,55.0,2419.0,12741,1,1,1,0,0,0
12747,Palnadu Express,SF,SCR,GNT,GUNTUR JN,VKB,VIKARABAD JN,05:45:00,12:10:00,6.0,25.0,353.0,12748,0,0,0,0,0,1
12748,Palnadu Express,SF,SCR,VKB,VIKARABAD JN,GNT,GUNTUR JN,13:45:00,20:00:00,6.0,15.0,353.0,12747,0,0,0,0,0,1
12750,Mumbai LTT-Visakhapatnam SF Express,SF,ECoR,LTT,LOKMANYA TILAK TERM,VSKP,VISHAKAPATNAM,12:25:00,14:45:00,26.0,20.0,1502.0,12749,1,1,1,1,0,0
12751,Manuguru-Secunderabad Tri Weekly SF Express,SF,SCR,MUGR,Manuguru,SC,SECUNDERABAD JN,21:45:00,03:45:00,6.0,0.0,331.0,12752,1,1,1,0,0,0
12752,Secunderabad-Manuguru SF Express,SF,SCR,SC,SECUNDERABAD JN,MUGR,Manuguru,23:45:00,05:45:00,6.0,0.0,331.0,12751,1,1,1,0,0,0
12753,Chennai-NewJalpaiguri SF Express,SF,SR,MAS,CHENNAI CENTRAL,NJP,NEW JALPAIGURI,11:00:00,03:45:00,40.0,45.0,2257.0,12754,1,1,1,0,0,0
12754,New Jalpaiguri-Chennai SF Express,SF,SR,NJP,NEW JALPAIGURI,MAS,CHENNAI CENTRAL,22:00:00,14:55:00,40.0,55.0,2257.0,12753,1,1,1,0,0,0
12763,Padmavati Express,SF,SCR,TPTY,TIRUPATI MAIN,SC,SECUNDERABAD JN,17:00:00,05:50:00,12.0,50.0,737.0,12764,1,1,1,0,0,0
12764,Padmavati Express,SF,SCR,SC,SECUNDERABAD JN,TPTY,TIRUPATI MAIN,18:30:00,07:00:00,12.0,30.0,737.0,12763,1,1,1,0,0,0
12777,HUBLI - TRIVANDRUM KOCHUVELI SF Exp,SF,SWR,UBL,HUBLI JN,KCVL,KOCHUVELI,06:50:00,06:30:00,23.0,40.0,1307.0,12778,1,1,1,0,0,0
40045,Chennai Beach TambaramEMU,MEMU,?,MSB,CHENNAI BEACH,TBM,TAMBARAM,09:57:00,10:52:00,0.0,55.0,29.0,,0,0,0,0,0,0
52469,PATHANKOT - BAIJNATHPAPROLA PASSENGER,Pass,NR,PTK,PATHANKOT,BJPL,BAIJNATH PAPROLA,15:50:00,22:30:00,6.0,40.0,141.0,52468,0,0,0,0,0,0
53448,Bhagalpur Banka Passenger,Pass,ER,BGP,BHAGALPUR,BAKA,Banka,17:25:00,19:40:00,2.0,15.0,53.0,53449,0,0,0,0,0,0
55010,Chhapra Bhatni Passenger,Pass,NER,CPR,CHHAPRA,BTT,BHATNI JN,17:25:00,20:35:00,3.0,10.0,110.0,55009,0,0,0,0,0,0
55102,Barhaj Bazar Bhatni Passenger,Pass,NER,BHJ,Barhaj Bazar,BTT,BHATNI JN,10:20:00,12:15:00,1.0,55.0,0.0,55103,0,0,0,0,0,0
55103,Bhatani Barhaj Passenger,Pass,NER,BTT,BHATNI JN,BHJ,Barhaj Bazar,15:25:00,16:55:00,1.0,30.0,0.0,55102,0,0,0,0,0,0
55118,Bhatni Chhapra Passenger,Pass,NER,BTT,BHATNI JN,SV,SIWAN JN,17:10:00,18:30:00,1.0,20.0,49.0,55117,0,0,0,0,0,0
55123,Bhatani Manduadih Passenger,Pass,NER,BTT,BHATNI JN,MUV,MANDUADIH,14:05:00,20:00:00,5.0,55.0,165.0,55122,0,0,0,0,0,0
12717,Ratnachal SF Express,SF,SCR,VSKP,VISHAKAPATNAM,BZA,VIJAYAWADA JN,12:30:00,18:35:00,6.0,5.0,351.0,12718,0,0,0,0,0,1
12718,Ratnachal SF Express,SF,SCR,BZA,VIJAYAWADA JN,VSKP,VISHAKAPATNAM,06:05:00,12:05:00,6.0,0.0,351.0,12717,0,0,0,0,0,1
12721,Dakshin SF Express,SF,SCR,HYB,HYDERABAD DECCAN,NZM,DELHI H NIZAMUDDIN,22:30:00,04:05:00,29.0,35.0,1670.0,12722,1,1,1,0,0,0
12722,Dakshin SF Express,SF,SCR,NZM,DELHI H NIZAMUDDIN,HYB,HYDERABAD DECCAN,22:50:00,05:00:00,30.0,10.0,1670.0,12721,1,1,1,0,0,0
12723,Andhra Pradesh Express,SF,SCR,HYB,HYDERABAD DECCAN,NDLS,NEW DELHI,06:25:00,09:05:00,26.0,40.0,1677.0,12724,1,1,1,1,0,0
12724,Andhra Pradesh Express,SF,SCR,NDLS,NEW DELHI,HYB,HYDERABAD DECCAN,17:30:00,19:50:00,26.0,20.0,1677.0,12723,1,1,1,1,0,0
12727,Godavari SF Express,SF,SCR,VSKP,VISHAKAPATNAM,HYB,HYDERABAD DECCAN,17:25:00,06:15:00,12.0,50.0,711.0,12728,1,1,1,1,0,0
12728,Godavari SF Express,SF,SCR,HYB,HYDERABAD DECCAN,VSKP,VISHAKAPATNAM,17:15:00,05:50:00,12.0,35.0,711.0,12727,1,1,1,1,0,0
12729,Pune-Nanded Express,SF,SCR,PUNE,PUNE JN,NED,HUZUR SAHIB NANDED,22:00:00,10:00:00,12.0,0.0,662.0,12730,1,1,1,0,0,0
12730,Nanded-Pune SuperFast Express,SF,SCR,NED,HUZUR SAHIB NANDED,PUNE,PUNE JN,21:20:00,09:20:00,12.0,0.0,662.0,12729,1,1,1,0,0,0
12755,Sangrami SF Expres,SF,SR,MAS,CHENNAI CENTRAL,HLZ,Haldia,14:35:00,18:10:00,27.0,35.0,1647.0,12756,1,1,0,0,0,0
12756,Sangrami Expres,SF,SR,HLZ,Haldia,MAS,CHENNAI CENTRAL,11:30:00,17:00:00,29.0,30.0,1647.0,12755,1,1,0,0,0,0
12759,Charminar Express,SF,SCR,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN,18:10:00,08:00:00,13.0,50.0,790.0,12760,1,1,1,1,0,0
12760,Charminar Express,SF,SCR,HYB,HYDERABAD DECCAN,MAS,CHENNAI CENTRAL,18:30:00,08:15:00,13.0,45.0,790.0,12759,1,1,1,1,0,0
12785,Kacheguda-Bangalore SF Express,SF,SCR,KCG,KACHEGUDA,SBC,BANGALORE CITY JN,19:05:00,06:25:00,11.0,20.0,625.0,12786,1,1,1,1,0,0
